Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date,Division
Kowloon Cricket Club 4,v,Hong Kong Football Club 4B,Kowloon Cricket Club,19:00:00,,14,03/02/2026,4
Hong Kong Football Club 4B,v,Sha Tin 1,Hong Kong Football Club,19:00:00,,15,10/02/2026,4
Hong Kong Cricket Club D4B,v,Kowloon Cricket Club 4,Hong Kong Cricket Club,19:00:00,,15,10/02/2026,4
YLJR,v,The Squash Club 1,Cornwall Street Squash Centre,19:00:00,,15,10/02/2026,4
TNGX,v,Hong Kong Cricket Club D4A,Cornwall Street Squash Centre,19:00:00,,15,10/02/2026,4
X-Alpha 2,v,Hong Kong Football Club 4A,Cornwall Street Squash Centre,19:00:00,,15,10/02/2026,4
Sha Tin 1,v,X-Alpha 2,Cornwall Street Squash Centre,19:00:00,,16,03/03/2026,4
Hong Kong Football Club 4A,v,TNGX,Hong Kong Football Club,19:00:00,,16,03/03/2026,4
Hong Kong Cricket Club D4A,v,YLJR,Hong Kong Cricket Club,19:00:00,,16,03/03/2026,4
Kowloon Cricket Club 4,v,The Squash Club 1,Kowloon Cricket Club,19:00:00,,16,03/03/2026,4
Hong Kong Football Club 4B,v,Hong Kong Cricket Club D4B,Hong Kong Football Club,19:00:00,,16,03/03/2026,4
Hong Kong Cricket Club D4B,v,Sha Tin 1,Hong Kong Cricket Club,19:00:00,,17,10/03/2026,4
Hong Kong Football Club 4B,v,The Squash Club 1,Hong Kong Football Club,19:00:00,,17,10/03/2026,4
Kowloon Cricket Club 4,v,Hong Kong Cricket Club D4A,Kowloon Cricket Club,19:00:00,,17,10/03/2026,4
YLJR,v,Hong Kong Football Club 4A,Cornwall Street Squash Centre,19:00:00,,17,10/03/2026,4
TNGX,v,X-Alpha 2,Cornwall Street Squash Centre,19:00:00,,17,10/03/2026,4
Sha Tin 1,v,TNGX,Cornwall Street Squash Centre,19:00:00,,18,17/03/2026,4
X-Alpha 2,v,YLJR,Cornwall Street Squash Centre,19:00:00,,18,17/03/2026,4
Hong Kong Football Club 4A,v,Kowloon Cricket Club 4,Hong Kong Football Club,19:00:00,,18,17/03/2026,4
Hong Kong Cricket Club D4A,v,Hong Kong Football Club 4B,Hong Kong Cricket Club,19:00:00,,18,17/03/2026,4
The Squash Club 1,v,Hong Kong Cricket Club D4B,Cornwall Street Squash Centre,19:00:00,,18,17/03/2026,4
Physical Chess 1,v,Squashathon,Cornwall Street Squash Centre,19:00:00,,1,03/10/2025,5
Sha Tin 2,v,Happy Squash 2,Cornwall Street Squash Centre,19:00:00,,1,03/10/2025,5
ERROR,v,Hong Kong Football Club 5,Cornwall Street Squash Centre,19:00:00,,1,03/10/2025,5
NEXUS 2,v,Kowloon Cricket Club 5,HK Squash Centre,19:00:00,,1,03/10/2025,5
United Services Recreation Club 2,v,[BYE],,,,1,03/10/2025,5
Hong Kong Football Club 5,v,NEXUS 2,Hong Kong Football Club,19:00:00,,2,10/10/2025,5
Happy Squash 2,v,ERROR,Yeung Uk Road Sports Centre,19:00:00,,2,10/10/2025,5
Squashathon,v,Sha Tin 2,Cornwall Street Squash Centre,19:00:00,,2,10/10/2025,5
United Services Recreation Club 2,v,Physical Chess 1,United Services Recreation Club,19:00:00,,2,10/10/2025,5
Kowloon Cricket Club 5,v,[BYE],,,,2,10/10/2025,5
Sha Tin 2,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00:00,,3,17/10/2025,5
ERROR,v,Squashathon,Cornwall Street Squash Centre,19:00:00,,3,17/10/2025,5
NEXUS 2,v,Happy Squash 2,Cornwall Street Squash Centre,19:00:00,,3,17/10/2025,5
Kowloon Cricket Club 5,v,Hong Kong Football Club 5,Kowloon Cricket Club,19:00:00,,3,17/10/2025,5
Physical Chess 1,v,[BYE],,,,3,17/10/2025,5
Happy Squash 2,v,Kowloon Cricket Club 5,Wai Tsuen Sports Centre,19:00:00,,4,24/10/2025,5
Squashathon,v,NEXUS 2,Pei Ho Street Sports Centre,19:00:00,,4,24/10/2025,5
ERROR,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00:00,,4,24/10/2025,5
Physical Chess 1,v,Sha Tin 2,HK Squash Centre,19:00:00,,4,24/10/2025,5
Hong Kong Football Club 5,v,[BYE],,,,4,24/10/2025,5
ERROR,v,Physical Chess 1,Cornwall Street Squash Centre,19:00:00,,5,31/10/2025,5
NEXUS 2,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00:00,,5,31/10/2025,5
Squashathon,v,Kowloon Cricket Club 5,Cornwall Street Squash Centre,19:00:00,,5,31/10/2025,5
Hong Kong Football Club 5,v,Happy Squash 2,Hong Kong Football Club,19:00:00,,5,31/10/2025,5
Sha Tin 2,v,[BYE],,,,5,31/10/2025,5
Squashathon,v,Hong Kong Football Club 5,Cornwall Street Squash Centre,19:00:00,,6,07/11/2025,5
United Services Recreation Club 2,v,Kowloon Cricket Club 5,United Services Recreation Club,19:00:00,,6,07/11/2025,5
Physical Chess 1,v,NEXUS 2,Cornwall Street Squash Centre,19:00:00,,6,07/11/2025,5
Sha Tin 2,v,ERROR,Cornwall Street Squash Centre,19:00:00,,6,07/11/2025,5
Happy Squash 2,v,[BYE],,,,6,07/11/2025,5
NEXUS 2,v,Sha Tin 2,Cornwall Street Squash Centre,19:00:00,,7,14/11/2025,5
Kowloon Cricket Club 5,v,Physical Chess 1,Kowloon Cricket Club,19:00:00,,7,14/11/2025,5
Hong Kong Football Club 5,v,United Services Recreation Club 2,Hong Kong Football Club,19:00:00,,7,14/11/2025,5
Happy Squash 2,v,Squashathon,Yeung Uk Road Sports Centre,19:00:00,,7,14/11/2025,5
ERROR,v,[BYE],,,,7,14/11/2025,5
United Services Recreation Club 2,v,Happy Squash 2,United Services Recreation Club,19:00:00,,8,21/11/2025,5
Physical Chess 1,v,Hong Kong Football Club 5,HK Squash Centre,19:00:00,,8,21/11/2025,5
Kowloon Cricket Club 5,v,Sha Tin 2,Kowloon Cricket Club,19:00:00,,8,21/11/2025,5
ERROR,v,NEXUS 2,HK Squash Centre,19:00:00,,8,21/11/2025,5
Squashathon,v,[BYE],,,,8,21/11/2025,5
Kowloon Cricket Club 5,v,ERROR,Kowloon Cricket Club,19:00:00,,9,28/11/2025,5
Sha Tin 2,v,Hong Kong Football Club 5,Pei Ho Street Sports Centre,19:00:00,,9,28/11/2025,5
Happy Squash 2,v,Physical Chess 1,Yeung Uk Road Sports Centre,19:00:00,,9,28/11/2025,5
Squashathon,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00:00,,9,28/11/2025,5
NEXUS 2,v,[BYE],,,,9,28/11/2025,5
Squashathon,v,Physical Chess 1,Cornwall Street Squash Centre,19:00:00,,10,12/12/2025,5
Happy Squash 2,v,Sha Tin 2,Wai Tsuen Sports Centre,19:00:00,,10,12/12/2025,5
Hong Kong Football Club 5,v,ERROR,Hong Kong Football Club,19:00:00,,10,12/12/2025,5
Kowloon Cricket Club 5,v,NEXUS 2,Kowloon Cricket Club,19:00:00,,10,12/12/2025,5
United Services Recreation Club 2,v,[BYE],,,,10,12/12/2025,5
NEXUS 2,v,Hong Kong Football Club 5,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,5
ERROR,v,Happy Squash 2,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,5
Sha Tin 2,v,Squashathon,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,5
Physical Chess 1,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,5
Kowloon Cricket Club 5,v,[BYE],,,,11,19/12/2025,5
United Services Recreation Club 2,v,Sha Tin 2,United Services Recreation Club,19:00:00,,12,09/01/2026,5
Squashathon,v,ERROR,Cornwall Street Squash Centre,19:00:00,,12,09/01/2026,5
Happy Squash 2,v,NEXUS 2,Yeung Uk Road Sports Centre,19:00:00,,12,09/01/2026,5
Hong Kong Football Club 5,v,Kowloon Cricket Club 5,Hong Kong Football Club,19:00:00,,12,09/01/2026,5
Physical Chess 1,v,[BYE],,,,12,09/01/2026,5
Kowloon Cricket Club 5,v,Happy Squash 2,Kowloon Cricket Club,19:00:00,,13,16/01/2026,5
NEXUS 2,v,Squashathon,Cornwall Street Squash Centre,19:00:00,,13,16/01/2026,5
United Services Recreation Club 2,v,ERROR,United Services Recreation Club,19:00:00,,13,16/01/2026,5
Sha Tin 2,v,Physical Chess 1,HK Squash Centre,19:00:00,,13,16/01/2026,5
Hong Kong Football Club 5,v,[BYE],,,,13,16/01/2026,5
Physical Chess 1,v,ERROR,Cornwall Street Squash Centre,19:00:00,,14,23/01/2026,5
United Services Recreation Club 2,v,NEXUS 2,United Services Recreation Club,19:00:00,,14,23/01/2026,5
Kowloon Cricket Club 5,v,Squashathon,Kowloon Cricket Club,19:00:00,,14,23/01/2026,5
Happy Squash 2,v,Hong Kong Football Club 5,Wai Tsuen Sports Centre,19:00:00,,14,23/01/2026,5
Sha Tin 2,v,[BYE],,,,14,23/01/2026,5
Hong Kong Football Club 5,v,Squashathon,Hong Kong Football Club,19:00:00,,15,30/01/2026,5
Kowloon Cricket Club 5,v,United Services Recreation Club 2,Kowloon Cricket Club,19:00:00,,15,30/01/2026,5
NEXUS 2,v,Physical Chess 1,Cornwall Street Squash Centre,19:00:00,,15,30/01/2026,5
ERROR,v,Sha Tin 2,Cornwall Street Squash Centre,19:00:00,,15,30/01/2026,5
Happy Squash 2,v,[BYE],,,,15,30/01/2026,5
Sha Tin 2,v,NEXUS 2,Cornwall Street Squash Centre,19:00:00,,16,06/02/2026,5
Physical Chess 1,v,Kowloon Cricket Club 5,Cornwall Street Squash Centre,19:00:00,,16,06/02/2026,5
United Services Recreation Club 2,v,Hong Kong Football Club 5,United Services Recreation Club,19:00:00,,16,06/02/2026,5
Squashathon,v,Happy Squash 2,HK Squash Centre,19:00:00,,16,06/02/2026,5
ERROR,v,[BYE],,,,16,06/02/2026,5
Happy Squash 2,v,United Services Recreation Club 2,Wai Tsuen Sports Centre,19:00:00,,17,13/02/2026,5
Hong Kong Football Club 5,v,Physical Chess 1,Hong Kong Football Club,19:00:00,,17,13/02/2026,5
Sha Tin 2,v,Kowloon Cricket Club 5,Cornwall Street Squash Centre,19:00:00,,17,13/02/2026,5
NEXUS 2,v,ERROR,HK Squash Centre,19:00:00,,17,13/02/2026,5
Squashathon,v,[BYE],,,,17,13/02/2026,5
ERROR,v,Kowloon Cricket Club 5,Cornwall Street Squash Centre,19:00:00,,18,06/03/2026,5
Hong Kong Football Club 5,v,Sha Tin 2,Hong Kong Football Club,19:00:00,,18,06/03/2026,5
Physical Chess 1,v,Happy Squash 2,Cornwall Street Squash Centre,19:00:00,,18,06/03/2026,5
United Services Recreation Club 2,v,Squashathon,United Services Recreation Club,19:00:00,,18,06/03/2026,5
NEXUS 2,v,[BYE],,,,18,06/03/2026,5
Electrify Squash Div 6,v,Global Squash 1,HK Squash Centre,19:00:00,,1,13/10/2025,6
X-Alpha 3,v,Ladies Recreation Club Div 6,Cornwall Street Squash Centre,19:00:00,,1,13/10/2025,6
Uncles,v,Fusion Squash Club 1,Cornwall Street Squash Centre,19:00:00,,1,13/10/2025,6
Hong Kong Football Club 6C,v,Hong Kong Cricket Club D6,Hong Kong Football Club,19:00:00,,1,13/10/2025,6
Hong Kong Football Club 6A,v,Hong Kong Football Club 6B,Hong Kong Football Club,19:00:00,,1,13/10/2025,6
Kowloon Cricket Club 6A,v,Kowloon Cricket Club 6B,Kowloon Cricket Club,19:00:00,,1,13/10/2025,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6B,Kowloon Cricket Club,19:00:00,,2,20/10/2025,6
Ladies Recreation Club Div 6,v,Fusion Squash Club 1,Ladies Recreation Club,19:00:00,,2,20/10/2025,6
Global Squash 1,v,Hong Kong Cricket Club D6,HK Squash Centre,19:00:00,,2,20/10/2025,6
Electrify Squash Div 6,v,Uncles,HK Squash Centre,19:00:00,,2,20/10/2025,6
Kowloon Cricket Club 6A,v,X-Alpha 3,Kowloon Cricket Club,19:00:00,,2,20/10/2025,6
Hong Kong Football Club 6A,v,Hong Kong Football Club 6C,Hong Kong Football Club,19:00:00,,2,20/10/2025,6
Uncles,v,Hong Kong Cricket Club D6,Cornwall Street Squash Centre,19:00:00,,3,27/10/2025,6
Fusion Squash Club 1,v,Kowloon Cricket Club 6A,HK Squash Centre,19:00:00,,3,27/10/2025,6
Kowloon Cricket Club 6B,v,X-Alpha 3,Kowloon Cricket Club,19:00:00,,3,27/10/2025,6
Ladies Recreation Club Div 6,v,Electrify Squash Div 6,Ladies Recreation Club,19:00:00,,3,27/10/2025,6
Global Squash 1,v,Hong Kong Football Club 6A,HK Squash Centre,19:00:00,,3,27/10/2025,6
Hong Kong Football Club 6C,v,Hong Kong Football Club 6B,Hong Kong Football Club,19:00:00,,3,27/10/2025,6
Hong Kong Football Club 6B,v,Fusion Squash Club 1,Hong Kong Football Club,19:00:00,,4,03/11/2025,6
Hong Kong Cricket Club D6,v,Kowloon Cricket Club 6B,Hong Kong Cricket Club,19:00:00,,4,03/11/2025,6
Ladies Recreation Club Div 6,v,Hong Kong Football Club 6C,Ladies Recreation Club,19:00:00,,4,03/11/2025,6
Global Squash 1,v,Uncles,HK Squash Centre,19:00:00,,4,03/11/2025,6
Hong Kong Football Club 6A,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00:00,,4,03/11/2025,6
Electrify Squash Div 6,v,X-Alpha 3,HK Squash Centre,19:00:00,,4,03/11/2025,6
X-Alpha 3,v,Hong Kong Football Club 6B,Cornwall Street Squash Centre,19:00:00,,5,10/11/2025,6
Kowloon Cricket Club 6A,v,Electrify Squash Div 6,Kowloon Cricket Club,19:00:00,,5,10/11/2025,6
Uncles,v,Hong Kong Football Club 6A,Cornwall Street Squash Centre,19:00:00,,5,10/11/2025,6
Hong Kong Football Club 6C,v,Global Squash 1,Hong Kong Football Club,19:00:00,,5,10/11/2025,6
Ladies Recreation Club Div 6,v,Hong Kong Cricket Club D6,Ladies Recreation Club,19:00:00,,5,10/11/2025,6
Fusion Squash Club 1,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00:00,,5,10/11/2025,6
Hong Kong Football Club 6B,v,Hong Kong Cricket Club D6,Hong Kong Football Club,19:00:00,,6,17/11/2025,6
Fusion Squash Club 1,v,Hong Kong Football Club 6C,HK Squash Centre,19:00:00,,6,17/11/2025,6
Kowloon Cricket Club 6B,v,Uncles,Kowloon Cricket Club,19:00:00,,6,17/11/2025,6
Ladies Recreation Club Div 6,v,Kowloon Cricket Club 6A,Ladies Recreation Club,19:00:00,,6,17/11/2025,6
Global Squash 1,v,X-Alpha 3,HK Squash Centre,19:00:00,,6,17/11/2025,6
Hong Kong Football Club 6A,v,Electrify Squash Div 6,Hong Kong Football Club,19:00:00,,6,17/11/2025,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6B,Kowloon Cricket Club,19:00:00,,7,24/11/2025,6
Uncles,v,X-Alpha 3,Cornwall Street Squash Centre,19:00:00,,7,24/11/2025,6
Electrify Squash Div 6,v,Hong Kong Football Club 6C,HK Squash Centre,19:00:00,,7,24/11/2025,6
Hong Kong Cricket Club D6,v,Hong Kong Football Club 6A,Hong Kong Cricket Club,19:00:00,,7,24/11/2025,6
Fusion Squash Club 1,v,Global Squash 1,HK Squash Centre,19:00:00,,7,24/11/2025,6
Ladies Recreation Club Div 6,v,Kowloon Cricket Club 6B,Ladies Recreation Club,19:00:00,,7,24/11/2025,6
Hong Kong Football Club 6B,v,Ladies Recreation Club Div 6,Hong Kong Football Club,19:00:00,,8,08/12/2025,6
Global Squash 1,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00:00,,8,08/12/2025,6
Hong Kong Football Club 6A,v,Fusion Squash Club 1,Hong Kong Football Club,19:00:00,,8,08/12/2025,6
Hong Kong Cricket Club D6,v,Electrify Squash Div 6,Hong Kong Cricket Club,19:00:00,,8,08/12/2025,6
X-Alpha 3,v,Hong Kong Football Club 6C,Cornwall Street Squash Centre,19:00:00,,8,08/12/2025,6
Kowloon Cricket Club 6A,v,Uncles,Kowloon Cricket Club,19:00:00,,8,08/12/2025,6
Uncles,v,Hong Kong Football Club 6B,Cornwall Street Squash Centre,19:00:00,,9,15/12/2025,6
Hong Kong Football Club 6C,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00:00,,9,15/12/2025,6
X-Alpha 3,v,Hong Kong Cricket Club D6,Cornwall Street Squash Centre,19:00:00,,9,15/12/2025,6
Fusion Squash Club 1,v,Electrify Squash Div 6,HK Squash Centre,19:00:00,,9,15/12/2025,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6A,Kowloon Cricket Club,19:00:00,,9,15/12/2025,6
Ladies Recreation Club Div 6,v,Global Squash 1,Ladies Recreation Club,19:00:00,,9,15/12/2025,6
Hong Kong Football Club 6B,v,Global Squash 1,Hong Kong Football Club,19:00:00,,10,05/01/2026,6
Hong Kong Football Club 6A,v,Ladies Recreation Club Div 6,Hong Kong Football Club,19:00:00,,10,05/01/2026,6
Electrify Squash Div 6,v,Kowloon Cricket Club 6B,HK Squash Centre,19:00:00,,10,05/01/2026,6
X-Alpha 3,v,Fusion Squash Club 1,Cornwall Street Squash Centre,19:00:00,,10,05/01/2026,6
Kowloon Cricket Club 6A,v,Hong Kong Cricket Club D6,Kowloon Cricket Club,19:00:00,,10,05/01/2026,6
Uncles,v,Hong Kong Football Club 6C,Cornwall Street Squash Centre,19:00:00,,10,05/01/2026,6
Electrify Squash Div 6,v,Hong Kong Football Club 6B,HK Squash Centre,19:00:00,,11,12/01/2026,6
X-Alpha 3,v,Hong Kong Football Club 6A,Cornwall Street Squash Centre,19:00:00,,11,12/01/2026,6
Kowloon Cricket Club 6A,v,Global Squash 1,Kowloon Cricket Club,19:00:00,,11,12/01/2026,6
Uncles,v,Ladies Recreation Club Div 6,Cornwall Street Squash Centre,19:00:00,,11,12/01/2026,6
Hong Kong Football Club 6C,v,Kowloon Cricket Club 6B,Hong Kong Football Club,19:00:00,,11,12/01/2026,6
Hong Kong Cricket Club D6,v,Fusion Squash Club 1,Hong Kong Cricket Club,19:00:00,,11,12/01/2026,6
Global Squash 1,v,Electrify Squash Div 6,HK Squash Centre,19:00:00,,12,19/01/2026,6
Ladies Recreation Club Div 6,v,X-Alpha 3,Ladies Recreation Club,19:00:00,,12,19/01/2026,6
Fusion Squash Club 1,v,Uncles,HK Squash Centre,19:00:00,,12,19/01/2026,6
Hong Kong Cricket Club D6,v,Hong Kong Football Club 6C,Hong Kong Cricket Club,19:00:00,,12,19/01/2026,6
Hong Kong Football Club 6B,v,Hong Kong Football Club 6A,Hong Kong Football Club,19:00:00,,12,19/01/2026,6
Kowloon Cricket Club 6B,v,Kowloon Cricket Club 6A,Kowloon Cricket Club,19:00:00,,12,19/01/2026,6
Hong Kong Football Club 6B,v,Kowloon Cricket Club 6B,Hong Kong Football Club,19:00:00,,13,26/01/2026,6
Fusion Squash Club 1,v,Ladies Recreation Club Div 6,HK Squash Centre,19:00:00,,13,26/01/2026,6
Hong Kong Cricket Club D6,v,Global Squash 1,Hong Kong Cricket Club,19:00:00,,13,26/01/2026,6
Uncles,v,Electrify Squash Div 6,Cornwall Street Squash Centre,19:00:00,,13,26/01/2026,6
X-Alpha 3,v,Kowloon Cricket Club 6A,Cornwall Street Squash Centre,19:00:00,,13,26/01/2026,6
Hong Kong Football Club 6C,v,Hong Kong Football Club 6A,Hong Kong Football Club,19:00:00,,13,26/01/2026,6
Hong Kong Cricket Club D6,v,Uncles,Hong Kong Cricket Club,19:00:00,,14,02/02/2026,6
Kowloon Cricket Club 6A,v,Fusion Squash Club 1,Kowloon Cricket Club,19:00:00,,14,02/02/2026,6
X-Alpha 3,v,Kowloon Cricket Club 6B,Cornwall Street Squash Centre,19:00:00,,14,02/02/2026,6
Electrify Squash Div 6,v,Ladies Recreation Club Div 6,HK Squash Centre,19:00:00,,14,02/02/2026,6
Hong Kong Football Club 6A,v,Global Squash 1,Hong Kong Football Club,19:00:00,,14,02/02/2026,6
Hong Kong Football Club 6B,v,Hong Kong Football Club 6C,Hong Kong Football Club,19:00:00,,14,02/02/2026,6
Fusion Squash Club 1,v,Hong Kong Football Club 6B,HK Squash Centre,19:00:00,,15,09/02/2026,6
Kowloon Cricket Club 6B,v,Hong Kong Cricket Club D6,Kowloon Cricket Club,19:00:00,,15,09/02/2026,6
Hong Kong Football Club 6C,v,Ladies Recreation Club Div 6,Hong Kong Football Club,19:00:00,,15,09/02/2026,6
Uncles,v,Global Squash 1,Cornwall Street Squash Centre,19:00:00,,15,09/02/2026,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6A,Kowloon Cricket Club,19:00:00,,15,09/02/2026,6
X-Alpha 3,v,Electrify Squash Div 6,Cornwall Street Squash Centre,19:00:00,,15,09/02/2026,6
Hong Kong Football Club 6B,v,X-Alpha 3,Hong Kong Football Club,19:00:00,,16,02/03/2026,6
Electrify Squash Div 6,v,Kowloon Cricket Club 6A,HK Squash Centre,19:00:00,,16,02/03/2026,6
Hong Kong Football Club 6A,v,Uncles,Hong Kong Football Club,19:00:00,,16,02/03/2026,6
Global Squash 1,v,Hong Kong Football Club 6C,HK Squash Centre,19:00:00,,16,02/03/2026,6
Hong Kong Cricket Club D6,v,Ladies Recreation Club Div 6,Hong Kong Cricket Club,19:00:00,,16,02/03/2026,6
Kowloon Cricket Club 6B,v,Fusion Squash Club 1,Kowloon Cricket Club,19:00:00,,16,02/03/2026,6
Hong Kong Cricket Club D6,v,Hong Kong Football Club 6B,Hong Kong Cricket Club,19:00:00,,17,09/03/2026,6
Hong Kong Football Club 6C,v,Fusion Squash Club 1,Hong Kong Football Club,19:00:00,,17,09/03/2026,6
Uncles,v,Kowloon Cricket Club 6B,Cornwall Street Squash Centre,19:00:00,,17,09/03/2026,6
Kowloon Cricket Club 6A,v,Ladies Recreation Club Div 6,Kowloon Cricket Club,19:00:00,,17,09/03/2026,6
X-Alpha 3,v,Global Squash 1,Cornwall Street Squash Centre,19:00:00,,17,09/03/2026,6
Electrify Squash Div 6,v,Hong Kong Football Club 6A,HK Squash Centre,19:00:00,,17,09/03/2026,6
Hong Kong Football Club 6B,v,Kowloon Cricket Club 6A,Hong Kong Football Club,19:00:00,,18,16/03/2026,6
X-Alpha 3,v,Uncles,Cornwall Street Squash Centre,19:00:00,,18,16/03/2026,6
Hong Kong Football Club 6C,v,Electrify Squash Div 6,Hong Kong Football Club,19:00:00,,18,16/03/2026,6
Hong Kong Football Club 6A,v,Hong Kong Cricket Club D6,Hong Kong Football Club,19:00:00,,18,16/03/2026,6
Global Squash 1,v,Fusion Squash Club 1,HK Squash Centre,19:00:00,,18,16/03/2026,6
Kowloon Cricket Club 6B,v,Ladies Recreation Club Div 6,Kowloon Cricket Club,19:00:00,,18,16/03/2026,6
Ladies Recreation Club Div 6,v,Hong Kong Football Club 6B,Ladies Recreation Club,19:00:00,,19,23/03/2026,6
Kowloon Cricket Club 6B,v,Global Squash 1,Kowloon Cricket Club,19:00:00,,19,23/03/2026,6
Fusion Squash Club 1,v,Hong Kong Football Club 6A,HK Squash Centre,19:00:00,,19,23/03/2026,6
Electrify Squash Div 6,v,Hong Kong Cricket Club D6,HK Squash Centre,19:00:00,,19,23/03/2026,6
Hong Kong Football Club 6C,v,X-Alpha 3,Hong Kong Football Club,19:00:00,,19,23/03/2026,6
Uncles,v,Kowloon Cricket Club 6A,Cornwall Street Squash Centre,19:00:00,,19,23/03/2026,6
Hong Kong Football Club 6B,v,Uncles,Hong Kong Football Club,19:00:00,,20,13/04/2026,6
Kowloon Cricket Club 6A,v,Hong Kong Football Club 6C,Kowloon Cricket Club,19:00:00,,20,13/04/2026,6
Hong Kong Cricket Club D6,v,X-Alpha 3,Hong Kong Cricket Club,19:00:00,,20,13/04/2026,6
Electrify Squash Div 6,v,Fusion Squash Club 1,HK Squash Centre,19:00:00,,20,13/04/2026,6
Hong Kong Football Club 6A,v,Kowloon Cricket Club 6B,Hong Kong Football Club,19:00:00,,20,13/04/2026,6
Global Squash 1,v,Ladies Recreation Club Div 6,HK Squash Centre,19:00:00,,20,13/04/2026,6
Global Squash 1,v,Hong Kong Football Club 6B,HK Squash Centre,19:00:00,,21,20/04/2026,6
Ladies Recreation Club Div 6,v,Hong Kong Football Club 6A,Ladies Recreation Club,19:00:00,,21,20/04/2026,6
Kowloon Cricket Club 6B,v,Electrify Squash Div 6,Kowloon Cricket Club,19:00:00,,21,20/04/2026,6
Fusion Squash Club 1,v,X-Alpha 3,HK Squash Centre,19:00:00,,21,20/04/2026,6
Hong Kong Cricket Club D6,v,Kowloon Cricket Club 6A,Hong Kong Cricket Club,19:00:00,,21,20/04/2026,6
Hong Kong Football Club 6C,v,Uncles,Hong Kong Football Club,19:00:00,,21,20/04/2026,6
Hong Kong Football Club 6B,v,Electrify Squash Div 6,Hong Kong Football Club,19:00:00,,22,27/04/2026,6
Hong Kong Football Club 6A,v,X-Alpha 3,Hong Kong Football Club,19:00:00,,22,27/04/2026,6
Global Squash 1,v,Kowloon Cricket Club 6A,HK Squash Centre,19:00:00,,22,27/04/2026,6
Ladies Recreation Club Div 6,v,Uncles,Ladies Recreation Club,19:00:00,,22,27/04/2026,6
Kowloon Cricket Club 6B,v,Hong Kong Football Club 6C,Kowloon Cricket Club,19:00:00,,22,27/04/2026,6
Fusion Squash Club 1,v,Hong Kong Cricket Club D6,HK Squash Centre,19:00:00,,22,27/04/2026,6
Social Squash Team,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00:00,,1,08/10/2025,7
Thunder 1,v,Xavier,Cornwall Street Squash Centre,19:00:00,,1,08/10/2025,7
Kinetic 1,v,Physical Chess 2,HK Squash Centre,19:00:00,,1,08/10/2025,7
Hong Kong Cricket Club D7A,v,Hong Kong Cricket Club D7B,Hong Kong Cricket Club,19:00:00,,1,08/10/2025,7
Hong Kong Football Club 7A,v,Hong Kong Football Club 7B,Hong Kong Football Club,19:00:00,,1,08/10/2025,7
UST,v,[BYE],,,,1,08/10/2025,7
Xavier,v,Kinetic 1,Cornwall Street Squash Centre,19:00:00,,2,15/10/2025,7
Hong Kong Football Club 7B,v,Thunder 1,Hong Kong Football Club,19:00:00,,2,15/10/2025,7
Hong Kong Football Club 7A,v,Hong Kong Cricket Club D7B,Hong Kong Football Club,19:00:00,,2,15/10/2025,7
Hong Kong Cricket Club D7A,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00:00,,2,15/10/2025,7
UST,v,Social Squash Team,Cornwall Street Squash Centre,19:00:00,,2,15/10/2025,7
Physical Chess 2,v,[BYE],,,,2,15/10/2025,7
Hong Kong Cricket Club D7A,v,UST,Hong Kong Cricket Club,19:00:00,,3,22/10/2025,7
Hong Kong Football Club 7A,v,i-Mask Advance Squash Club 1,Hong Kong Football Club,19:00:00,,3,22/10/2025,7
Thunder 1,v,Hong Kong Cricket Club D7B,Cornwall Street Squash Centre,19:00:00,,3,22/10/2025,7
Kinetic 1,v,Hong Kong Football Club 7B,HK Squash Centre,19:00:00,,3,22/10/2025,7
Physical Chess 2,v,Xavier,Cornwall Street Squash Centre,19:00:00,,3,22/10/2025,7
Social Squash Team,v,[BYE],,,,3,22/10/2025,7
Hong Kong Football Club 7B,v,Physical Chess 2,Hong Kong Football Club,19:00:00,,4,05/11/2025,7
Hong Kong Cricket Club D7B,v,Kinetic 1,Hong Kong Cricket Club,19:00:00,,4,05/11/2025,7
i-Mask Advance Squash Club 1,v,Thunder 1,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025,7
UST,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025,7
